#,Date Posted,Time Posted,Author,Post Text,Retweets,Favorites,Source,Overall Sentiment,Postive,Neutral,Negative
491,10/3/2022,7:16 PM,@MelinaBurnstow,"RT @MrMaximilan: Mom and Dad. They came, they saw, they ate and left no crumbs. #PrinceHarryandMeghan #queensfuneral https://t.co/7XSF3N2…",295,"2,416",Twitter Web App,Neutral,33.30%,33.40%,33.30%
492,10/3/2022,7:14 PM,@Hi_Angelyn,"RT @MrMaximilan: Mom and Dad. They came, they saw, they ate and left no crumbs. #PrinceHarryandMeghan #queensfuneral https://t.co/7XSF3N2…",295,"2,416",Twitter for Android,Neutral,33.30%,33.40%,33.30%
493,10/3/2022,7:12 PM,@raul_rebolledo_,RT @JacoboRamosGr: 1. 🇬🇧⚫️|👉 Inicio #Hilo sobre todo lo que rodea al #Funeral por #IsabelII celebrado hoy #19Sept en #Londres 👑🔵🔴⚪️ #Isabe…,199,258,Twitter for Android,Neutral,33.30%,33.40%,33.30%
494,10/3/2022,7:11 PM,@susangemmajax,"RT @MrMaximilan: Mom and Dad. They came, they saw, they ate and left no crumbs. #PrinceHarryandMeghan #queensfuneral https://t.co/7XSF3N2…",295,"2,416",Twitter for iPhone,Neutral,33.30%,33.40%,33.30%
495,10/3/2022,7:11 PM,@truthenforcr,"RT @MrMaximilan: Mom and Dad. They came, they saw, they ate and left no crumbs. #PrinceHarryandMeghan #queensfuneral https://t.co/7XSF3N2…",295,"2,416",Twitter for iPhone,Neutral,33.30%,33.40%,33.30%
496,10/3/2022,7:10 PM,@music_cem,RT @JuliannaClemen6: She is absolutely beautiful and elegant. Walking into the lions den so confidently and then had to stand next to the o…,354,"2,753",Twitter for iPhone,Positive,72.70%,18.20%,9.10%
497,10/3/2022,7:09 PM,@MomsRPriceless,"RT @MrMaximilan: Mom and Dad. They came, they saw, they ate and left no crumbs. #PrinceHarryandMeghan #queensfuneral https://t.co/7XSF3N2…",295,"2,416",Twitter for iPhone,Neutral,33.30%,33.40%,33.30%
498,10/3/2022,7:09 PM,@aficionali,RT @_Islamicat: Reason there was no jee-had attacks at #queensfuneral is because British imperialist police getted lucky and stopped our hi…,35,208,Twitter for Android,Positive,57.10%,14.30%,28.60%
499,10/3/2022,6:50 PM,@Evi_lemp70,RT @Angelin25395575: #PrinceCharles mistress #camillaparkerbowles at #PrincessDiana wedding. #PrinceOfPegging mistress #rosehunbury at #que…,10,38,Twitter for Android,Neutral,33.30%,33.40%,33.30%
500,10/3/2022,5:47 PM,@theshoereviews7,"Shoes play a very key role in our lives, not only do good shoes keep our feet comfortable. https://t.co/j64zlZKGmJ… https://t.co/UlfRI6eU7t",0,0,Twitter Web App,Positive,57.10%,28.60%,14.30%
501,10/3/2022,5:41 PM,@Nottypicalily,RT @RechoRutoSTYLE: ON A BUS at the #queensfuneral #QueenElisabeth. The stylish short hair of 1st Lady of Kenya Rachel Ruto visible next t…,4,4,Twitter for Android,Positive,50%,25.10%,25%
502,10/3/2022,5:41 PM,@Nottypicalily,RT @RechoRutoSTYLE: This is photoshop. Ignore. But the Bible calls us to pray without ceasing. African presidents #queensfuneral #Queen…,4,5,Twitter for Android,Neutral,20%,40.10%,40%
503,10/3/2022,5:41 PM,@Nottypicalily,RT @RechoRutoSTYLE: 2 diamond coated earrings on the left ear as Mama taifa @MamaRachelRuto arrives in London for the #queensfuneral Mama…,4,5,Twitter for Android,Neutral,33.30%,33.40%,33.30%
504,10/3/2022,5:41 PM,@Nottypicalily,RT @RechoRutoSTYLE: President William Ruto and First Lady Rachel Ruto today met King Charles III during the luncheon held for Presidents a…,3,4,Twitter for Android,Neutral,33.30%,33.40%,33.30%
505,10/3/2022,5:36 PM,@maria2019xz3,"RT @RadioNostal: #BreakingNews #queensfuneral Putin zegt dat Polen en Ukrainien het gas tegen houden, Rusland kan genoeg leveren. https://t…",17,29,Twitter Web App,Neutral,33.30%,33.40%,33.30%
506,10/3/2022,5:26 PM,@mr_tehmy,RT @ScriptThink: Morning Declaration Amen #QueenElizabethII #queensfuneral #QueenBIscoming #Innoson #Groovy #portable #TEMS #Dammykrane #L…,2,4,Twitter for Android,Positive,50%,25.10%,25%
507,10/3/2022,5:24 PM,@Denise60453315,RT @IAmSophiaNelson: #MeghanMarkIe true bad ass! They tried to break her. They couldn't. They sullied her. Lied. Belittled. Ranted. Attacke…,885,"8,019",Twitter Web App,Negative,18.20%,9.10%,72.70%
508,10/3/2022,5:24 PM,@Denise60453315,"RT @claireXanda: It’s seeing the other royal women dripped in jewellery but still looking boring as f ☺️, my girl walks in like this and it…",829,"7,673",Twitter Web App,Positive,40%,20%,40%
509,10/3/2022,5:16 PM,@therealTraceva,RT @AlisonGeorge10: @ReicherStephen No wonder #KwasiKwarteng was behaving so strangely at the #queensfuneral last Monday? If he had planned…,38,67,Twitter for iPhone,Negative,25%,25.10%,50%
510,10/3/2022,5:09 PM,@Alima1000,RT @Alima1000: Dr K Andrews Racism is about power. It is about structures. And that is how we have to analyse it. It's in terms of numbers…,4,1,Twitter for iPhone,Neutral,25%,50.10%,25%
511,10/3/2022,5:09 PM,@Alima1000,RT @Alima1000: Dr K Andrews Racism is about power. It is about structures. And that is how we have to analyse it. It's in terms of numbers…,4,1,Twitter for iPhone,Neutral,25%,50.10%,25%
512,10/3/2022,5:09 PM,@Alima1000,RT @Alima1000: Dr K Andrews Racism is about power. It is about structures. And that is how we have to analyse it. It's in terms of numbers…,4,1,Twitter for iPhone,Neutral,25%,50.10%,25%
513,10/3/2022,5:09 PM,@Alima1000,RT @Alima1000: Dr K Andrews Racism is about power. It is about structures. And that is how we have to analyse it. It's in terms of numbers…,4,1,Twitter for iPhone,Neutral,25%,50.10%,25%
514,10/3/2022,5:09 PM,@Alima1000,RT @Alima1000: Dr K Andrews Racism is about power. It is about structures. And that is how we have to analyse it. It's in terms of numbers…,4,1,Twitter for iPhone,Neutral,25%,50.10%,25%
